angle,x,y
-58.45,133.23127182221015,309.26524984472803
-58.45,135.31588092443252,305.8706873317887
-58.45,137.4004900266549,302.47612481884937
-58.45,139.48509912887727,299.08156230591004
-58.45,141.56970823109964,295.6869997929707
-58.45,143.654317333322,292.2924372800314
-58.45,145.73892643554439,288.89787476709205
-58.45,147.82353553776676,285.5033122541527
-58.45,149.90814463998913,282.1087497412134
-58.45,151.9927537422115,278.71418722827406
-58.45,154.07736284443388,275.3196247153347
-58.45,156.16197194665625,271.9250622023954
-58.45,158.24658104887862,268.53049968945606
-58.45,160.331190151101,265.13593717651673
-58.45,162.41579925332337,261.7413746635774
-58.45,164.50040835554574,258.3468121506381
-58.45,166.58501745776812,254.9522496376987
-58.45,168.6696265599905,251.55768712475935
-58.45,170.75423566221286,248.16312461182
-58.45,172.83884476443524,244.76856209888064
-58.45,174.9234538666576,241.37399958594128
-58.45,177.00806296887998,237.97943707300192
-58.45,179.09267207110236,234.58487456006256
-58.45,181.17728117332473,231.1903120471232
-58.45,183.2618902755471,227.79574953418384
-58.45,185.34649937776948,224.40118702124448
-58.45,187.43110847999185,221.00662450830512
-58.45,189.51571758221422,217.61206199536576
-58.45,191.6003266844366,214.2174994824264
-58.45,193.68493578665897,210.82293696948705
-58.45,195.76954488888134,207.4283744565477
-58.45,197.85415399110371,204.03381194360833
-58.45,199.9387630933261,200.63924943066897
-58.45,202.02337219554846,197.2446869177296
-58.45,204.10798129777083,193.85012440479025
-58.45,206.1925903999932,190.4555618918509
-58.45,208.27719950221558,187.06099937891153
-58.45,210.36180860443795,183.66643686597217
-58.45,212.44641770666033,180.2718743530328
-58.45,214.5310268088827,176.87731184009345
-58.45,216.61563591110507,173.4827493271541
-58.45,218.70024501332745,170.08818681421474
-58.45,220.78485411554982,166.69362430127538
-58.45,222.8694632177722,163.29906178833602
-58.45,224.95407231999457,159.90449927539666
-58.45,227.03868142221694,156.5099367624573
-58.45,229.1232905244393,153.11537424951794
-58.45,231.20789962666169,149.72081173657858
-58.45,233.29250872888406,146.32624922363922
-58.45,235.37711783110643,142.93168671069986
-58.45,237.4617269333288,139.5371241977605
-58.45,239.54633603555118,136.14256168482115
-58.45,241.63094513777355,132.7479991718818
-58.45,243.71555423999592,129.35343665894243
-58.45,245.8001633422183,125.95887414600307
-58.45,247.88477244444067,122.56431163306371
-58.45,249.96938154666304,119.16974912012435
-58.45,252.05399064888542,115.77518660718499
-58.45,254.1385997511078,112.38062409424563
-58.45,256.22320885333016,108.98606158130627
-58.45,258.30781795555254,105.59149906836691
-58.45,260.3924270577749,102.19693655542756
-58.45,262.4770361599973,98.8023740424882
-58.45,264.56164526221966,95.40781152954884
-58.45,266.64625436444203,92.01324901660948
-58.45,268.7308634666644,88.61868650367012
-58.45,270.8154725688868,85.22412399073076
-58.45,272.90008167110915,81.8295614777914
-58.45,274.9846907733315,78.43499896485204
-58.45,277.0692998755539,75.04043645191268
-58.45,279.15390897777627,71.64587393897332
58.45,281.23851807999864,75.04043645191268
58.45,283.323127182221,78.43499896485204
58.45,285.4077362844434,81.8295614777914
58.45,287.49234538666576,85.22412399073076
58.45,289.57695448888813,88.61868650367012
58.45,291.6615635911105,92.01324901660948
58.45,293.7461726933329,95.40781152954884
58.45,295.83078179555525,98.8023740424882
58.45,297.9153908977776,102.19693655542756
58.45,300.0,105.59149906836691
58.45,302.0846091022224,108.98606158130627
58.45,304.16921820444475,112.38062409424563
58.45,306.2538273066671,115.77518660718499
58.45,308.3384364088895,119.16974912012435
58.45,310.42304551111187,122.56431163306371
58.45,312.50765461333424,125.95887414600307
58.45,314.5922637155566,129.35343665894243
58.45,316.676872817779,132.7479991718818
58.45,318.76148192000136,136.14256168482115
58.45,320.84609102222373,139.5371241977605
58.45,322.9307001244461,142.93168671069986
58.45,325.0153092266685,146.32624922363922
58.45,327.09991832889085,149.72081173657858
58.45,329.1845274311132,153.11537424951794
58.45,331.2691365333356,156.5099367624573
58.45,333.35374563555797,159.90449927539666
58.45,335.43835473778034,163.29906178833602
58.45,337.5229638400027,166.69362430127538
58.45,339.6075729422251,170.08818681421474
58.45,341.69218204444746,173.4827493271541
58.45,343.77679114666984,176.87731184009345
58.45,345.8614002488922,180.2718743530328
58.45,347.9460093511146,183.66643686597217
58.45,350.03061845333696,187.06099937891153
58.45,352.11522755555933,190.4555618918509
58.45,354.1998366577817,193.85012440479025
58.45,356.2844457600041,197.2446869177296
58.45,358.36905486222645,200.63924943066897
58.45,360.4536639644488,204.03381194360833
58.45,362.5382730666712,207.4283744565477
58.45,364.62288216889357,210.82293696948705
58.45,366.70749127111594,214.2174994824264
58.45,368.7921003733383,217.61206199536576
58.45,370.8767094755607,221.00662450830512
58.45,372.96131857778306,224.40118702124448
58.45,375.04592768000543,227.79574953418384
58.45,377.1305367822278,231.1903120471232
58.45,379.2151458844502,234.58487456006256
58.45,381.29975498667255,237.97943707300192
58.45,383.3843640888949,241.37399958594128
58.45,385.4689731911173,244.76856209888064
58.45,387.5535822933397,248.16312461182
58.45,389.63819139556205,251.55768712475935
58.45,391.7228004977844,254.9522496376987
58.45,393.8074096000068,258.3468121506381
58.45,395.89201870222917,261.7413746635774
58.45,397.97662780445154,265.13593717651673
58.45,400.0612369066739,268.53049968945606
58.45,402.1458460088963,271.9250622023954
58.45,404.23045511111866,275.3196247153347
58.45,406.31506421334103,278.71418722827406
58.45,408.3996733155634,282.1087497412134
58.45,410.4842824177858,285.5033122541527
58.45,412.56889152000815,288.89787476709205
58.45,414.6535006222305,292.2924372800314
58.45,416.7381097244529,295.6869997929707
58.45,418.82271882667527,299.08156230591004
58.45,420.90732792889764,302.47612481884937
58.45,422.99193703112,305.8706873317887
58.45,425.0765461333424,309.26524984472803
58.45,427.16115523556476,312.65981235766736
58.45,429.24576433778714,316.0543748706067
58.45,431.3303734400095,319.448937383546
58.45,433.4149825422319,322.84349989648535
58.45,435.49959164445426,326.2380624094247
58.45,437.58420074667663,329.632624922364
58.45,439.668809848899,333.02718743530335
58.45,441.7534189511214,336.4217499482427
58.45,443.83802805334375,339.816312461182
58.45,445.9226371555661,343.21087497412134
58.45,448.0072462577885,346.60543748706067
58.45,450.09185536001087,350.0
58.45,452.17646446223324,353.39456251293933
58.45,454.2610735644556,356.78912502587866
58.45,456.345682666678,360.183687538818
58.45,458.43029176890036,363.5782500517573
58.45,460.51490087112273,366.97281256469665
58.45,462.5995099733451,370.367375077636
58.45,464.6841190755675,373.7619375905753
58.45,466.76872817778985,377.15650010351465
58.45,468.8533372800122,380.551062616454
58.45,470.9379463822346,383.9456251293933
58.45,473.022555484457,387.34018764233264
58.45,475.10716458667935,390.73475015527197
58.45,477.1917736889017,394.1293126682113
58.45,479.2763827911241,397.52387518115063
-58.45,479.2763827911241,397.52387518115063
-58.45,481.36099189334647,394.1293126682113
-58.45,483.44560099556884,390.73475015527197
-58.45,485.5302100977912,387.34018764233264
-58.45,487.6148192000136,383.9456251293933
-58.45,489.69942830223596,380.551062616454
-58.45,491.78403740445833,377.15650010351465
-58.45,493.8686465066807,373.7619375905753
-58.45,495.9532556089031,370.367375077636
-58.45,498.03786471112545,366.97281256469665
-58.45,500.1224738133478,363.5782500517573
-58.45,502.2070829155702,360.183687538818
-58.45,504.29169201779257,356.78912502587866
-58.45,506.37630112001494,353.39456251293933
-58.45,508.4609102222373,350.0
-58.45,510.5455193244597,346.60543748706067
-58.45,512.6301284266821,343.21087497412134
-58.45,514.7147375289044,339.816312461182
-58.45,516.7993466311267,336.4217499482427
-58.45,518.883955733349,333.02718743530335
-58.45,520.9685648355713,329.632624922364
-58.45,523.0531739377936,326.2380624094247
-58.45,525.137783040016,322.84349989648535
-58.45,527.2223921422383,319.448937383546
-58.45,529.3070012444606,316.0543748706067
-58.45,531.3916103466829,312.65981235766736
-58.45,533.4762194489052,309.26524984472803
-58.45,535.5608285511275,305.8706873317887
-58.45,537.6454376533499,302.47612481884937
-58.45,539.7300467555722,299.08156230591004
-58.45,541.8146558577945,295.6869997929707
-58.45,543.8992649600168,292.2924372800314
-58.45,545.9838740622391,288.89787476709205
-58.45,548.0684831644614,285.5033122541527
-58.45,550.1530922666838,282.1087497412134
-58.45,552.2377013689061,278.71418722827406
-58.45,554.3223104711284,275.3196247153347
-58.45,556.4069195733507,271.9250622023954
-58.45,558.491528675573,268.53049968945606
-58.45,560.5761377777953,265.13593717651673
-58.45,562.6607468800177,261.7413746635774
-58.45,564.74535598224,258.3468121506381
-58.45,566.8299650844623,254.9522496376987
-58.45,568.9145741866846,251.55768712475935
-58.45,570.9991832889069,248.16312461182
-58.45,573.0837923911292,244.76856209888064
-58.45,575.1684014933516,241.37399958594128
-58.45,577.2530105955739,237.97943707300192
-58.45,579.3376196977962,234.58487456006256
-58.45,581.4222288000185,231.1903120471232
-58.45,583.5068379022408,227.79574953418384
-58.45,585.5914470044631,224.40118702124448
-58.45,587.6760561066855,221.00662450830512
-58.45,589.7606652089078,217.61206199536576
-58.45,591.8452743111301,214.2174994824264
-58.45,593.9298834133524,210.82293696948705
-121.55,596.0144925155747,207.4283744565477
-121.55,593.9298834133524,204.03381194360833
-121.55,591.8452743111301,200.63924943066897
-121.55,589.7606652089078,197.2446869177296
-121.55,587.6760561066855,193.85012440479025
-121.55,585.5914470044631,190.4555618918509
-121.55,583.5068379022408,187.06099937891153
-121.55,581.4222288000185,183.66643686597217
-121.55,579.3376196977962,180.2718743530328
-121.55,577.2530105955739,176.87731184009345
-121.55,575.1684014933516,173.4827493271541
-121.55,573.0837923911292,170.08818681421474
-121.55,570.9991832889069,166.69362430127538
-121.55,568.9145741866846,163.29906178833602
-121.55,566.8299650844623,159.90449927539666
-121.55,564.74535598224,156.5099367624573
-121.55,562.6607468800177,153.11537424951794
-121.55,560.5761377777953,149.72081173657858
-121.55,558.491528675573,146.32624922363922
-121.55,556.4069195733507,142.93168671069986
-121.55,554.3223104711284,139.5371241977605
-121.55,552.2377013689061,136.14256168482115
-121.55,550.1530922666838,132.7479991718818
-121.55,548.0684831644614,129.35343665894243
-121.55,545.9838740622391,125.95887414600307
-121.55,543.8992649600168,122.56431163306371
-121.55,541.8146558577945,119.16974912012435
-121.55,539.7300467555722,115.77518660718499
-121.55,537.6454376533499,112.38062409424563
-121.55,535.5608285511275,108.98606158130627
-121.55,533.4762194489052,105.59149906836691
-121.55,531.3916103466829,102.19693655542756
-121.55,529.3070012444606,98.8023740424882
-121.55,527.2223921422383,95.40781152954884
-121.55,525.137783040016,92.01324901660948
-121.55,523.0531739377936,88.61868650367012
-121.55,520.9685648355713,85.22412399073076
-121.55,518.883955733349,81.8295614777914
-121.55,516.7993466311267,78.43499896485204
-121.55,514.7147375289044,75.04043645191268
-121.55,512.6301284266821,71.64587393897332
-121.55,510.5455193244597,68.25131142603396
-58.45,512.6301284266821,64.8567489130946
-58.45,514.7147375289044,61.462186400155254
-58.45,516.7993466311267,58.0676238872159
-58.45,518.883955733349,54.67306137427655
-58.45,520.9685648355713,51.2784988613372
-58.45,523.0531739377936,47.883936348397846
-58.45,525.137783040016,44.489373835458494
-58.45,527.2223921422383,41.09481132251914
-58.45,529.3070012444606,37.70024880957979
-58.45,531.3916103466829,34.30568629664044
58.45,533.4762194489052,37.70024880957979
58.45,535.5608285511275,41.09481132251914
58.45,537.6454376533499,44.489373835458494
58.45,539.7300467555722,47.883936348397846
58.45,541.8146558577945,51.2784988613372
-58.45,543.8992649600168,47.883936348397846
-58.45,545.9838740622391,44.489373835458494
-58.45,548.0684831644614,41.09481132251914
-58.45,550.1530922666838,37.70024880957979
-58.45,552.2377013689061,34.30568629664044
-58.45,554.3223104711284,30.911123783701086
-58.45,556.4069195733507,27.516561270761734
-58.45,558.491528675573,24.121998757822382
-58.45,560.5761377777953,20.72743624488303
-58.45,562.6607468800177,17.33287373194368
-58.45,564.74535598224,13.938311219004326
-58.45,566.8299650844623,10.543748706064974
-58.45,568.9145741866846,7.149186193125622
58.45,570.9991832889069,3.7546236801862705
58.45,573.0837923911292,7.149186193125622
58.45,575.1684014933516,10.543748706064974
58.45,577.2530105955739,13.938311219004326
58.45,579.3376196977962,17.33287373194368
58.45,581.4222288000185,20.72743624488303
58.45,583.5068379022408,24.121998757822382
58.45,585.5914470044631,27.516561270761734
58.45,587.6760561066855,30.911123783701086
58.45,589.7606652089078,34.30568629664044
58.45,591.8452743111301,37.70024880957979
58.45,593.9298834133524,41.09481132251914
121.55,596.0144925155747,44.489373835458494
121.55,593.9298834133524,47.883936348397846
121.55,591.8452743111301,51.2784988613372
121.55,589.7606652089078,54.67306137427655
121.55,587.6760561066855,58.0676238872159
121.55,585.5914470044631,61.462186400155254
121.55,583.5068379022408,64.8567489130946
121.55,581.4222288000185,68.25131142603396
121.55,579.3376196977962,71.64587393897332
121.55,577.2530105955739,75.04043645191268
121.55,575.1684014933516,78.43499896485204
121.55,573.0837923911292,81.8295614777914
121.55,570.9991832889069,85.22412399073076
121.55,568.9145741866846,88.61868650367012
121.55,566.8299650844623,92.01324901660948
121.55,564.74535598224,95.40781152954884
121.55,562.6607468800177,98.8023740424882
121.55,560.5761377777953,102.19693655542756
121.55,558.491528675573,105.59149906836691
121.55,556.4069195733507,108.98606158130627
121.55,554.3223104711284,112.38062409424563
121.55,552.2377013689061,115.77518660718499
121.55,550.1530922666838,119.16974912012435
121.55,548.0684831644614,122.56431163306371
121.55,545.9838740622391,125.95887414600307
121.55,543.8992649600168,129.35343665894243
121.55,541.8146558577945,132.7479991718818
121.55,539.7300467555722,136.14256168482115
121.55,537.6454376533499,139.5371241977605
121.55,535.5608285511275,142.93168671069986
121.55,533.4762194489052,146.32624922363922
121.55,531.3916103466829,149.72081173657858
121.55,529.3070012444606,153.11537424951794
121.55,527.2223921422383,156.5099367624573
121.55,525.137783040016,159.90449927539666
121.55,523.0531739377936,163.29906178833602
121.55,520.9685648355713,166.69362430127538
121.55,518.883955733349,170.08818681421474
121.55,516.7993466311267,173.4827493271541
121.55,514.7147375289044,176.87731184009345
121.55,512.6301284266821,180.2718743530328
121.55,510.5455193244597,183.66643686597217
121.55,508.4609102222373,187.06099937891153
121.55,506.37630112001494,190.4555618918509
121.55,504.29169201779257,193.85012440479025
121.55,502.2070829155702,197.2446869177296
121.55,500.1224738133478,200.63924943066897
121.55,498.03786471112545,204.03381194360833
121.55,495.9532556089031,207.4283744565477
121.55,493.8686465066807,210.82293696948705
121.55,491.78403740445833,214.2174994824264
121.55,489.69942830223596,217.61206199536576
121.55,487.6148192000136,221.00662450830512
121.55,485.5302100977912,224.40118702124448
121.55,483.44560099556884,227.79574953418384
121.55,481.36099189334647,231.1903120471232
121.55,479.2763827911241,234.58487456006256
121.55,477.1917736889017,237.97943707300192
121.55,475.10716458667935,241.37399958594128
121.55,473.022555484457,244.76856209888064
121.55,470.9379463822346,248.16312461182
121.55,468.8533372800122,251.55768712475935
121.55,466.76872817778985,254.9522496376987
121.55,464.6841190755675,258.3468121506381
121.55,462.5995099733451,261.7413746635774
121.55,460.51490087112273,265.13593717651673
121.55,458.43029176890036,268.53049968945606
121.55,456.345682666678,271.9250622023954
121.55,454.2610735644556,275.3196247153347
121.55,452.17646446223324,278.71418722827406
121.55,450.09185536001087,282.1087497412134
121.55,448.0072462577885,285.5033122541527
121.55,445.9226371555661,288.89787476709205
121.55,443.83802805334375,292.2924372800314
121.55,441.7534189511214,295.6869997929707
121.55,439.668809848899,299.08156230591004
121.55,437.58420074667663,302.47612481884937
121.55,435.49959164445426,305.8706873317887
121.55,433.4149825422319,309.26524984472803
121.55,431.3303734400095,312.65981235766736
121.55,429.24576433778714,316.0543748706067
121.55,427.16115523556476,319.448937383546
121.55,425.0765461333424,322.84349989648535
121.55,422.99193703112,326.2380624094247
121.55,420.90732792889764,329.632624922364
121.55,418.82271882667527,333.02718743530335
121.55,416.7381097244529,336.4217499482427
121.55,414.6535006222305,339.816312461182
121.55,412.56889152000815,343.21087497412134
121.55,410.4842824177858,346.60543748706067
121.55,408.3996733155634,350.0
121.55,406.31506421334103,353.39456251293933
121.55,404.23045511111866,356.78912502587866
121.55,402.1458460088963,360.183687538818
121.55,400.0612369066739,363.5782500517573
121.55,397.97662780445154,366.97281256469665
121.55,395.89201870222917,370.367375077636
121.55,393.8074096000068,373.7619375905753
121.55,391.7228004977844,377.15650010351465
121.55,389.63819139556205,380.551062616454
121.55,387.5535822933397,383.9456251293933
121.55,385.4689731911173,387.34018764233264
121.55,383.3843640888949,390.73475015527197
121.55,381.29975498667255,394.1293126682113
121.55,379.2151458844502,397.52387518115063
-121.55,379.2151458844502,397.52387518115063
-121.55,377.1305367822278,394.1293126682113
-121.55,375.04592768000543,390.73475015527197
-121.55,372.96131857778306,387.34018764233264
-121.55,370.8767094755607,383.9456251293933
-121.55,368.7921003733383,380.551062616454
-121.55,366.70749127111594,377.15650010351465
-121.55,364.62288216889357,373.7619375905753
-121.55,362.5382730666712,370.367375077636
-121.55,360.4536639644488,366.97281256469665
-121.55,358.36905486222645,363.5782500517573
-121.55,356.2844457600041,360.183687538818
-121.55,354.1998366577817,356.78912502587866
-121.55,352.11522755555933,353.39456251293933
-121.55,350.03061845333696,350.0
-121.55,347.9460093511146,346.60543748706067
-121.55,345.8614002488922,343.21087497412134
-121.55,343.77679114666984,339.816312461182
-121.55,341.69218204444746,336.4217499482427
-121.55,339.6075729422251,333.02718743530335
-121.55,337.5229638400027,329.632624922364
-121.55,335.43835473778034,326.2380624094247
-121.55,333.35374563555797,322.84349989648535
-121.55,331.2691365333356,319.448937383546
-121.55,329.1845274311132,316.0543748706067
-121.55,327.09991832889085,312.65981235766736
-121.55,325.0153092266685,309.26524984472803
-121.55,322.9307001244461,305.8706873317887
-121.55,320.84609102222373,302.47612481884937
-121.55,318.76148192000136,299.08156230591004
-121.55,316.676872817779,295.6869997929707
-121.55,314.5922637155566,292.2924372800314
-121.55,312.50765461333424,288.89787476709205
-121.55,310.42304551111187,285.5033122541527
-121.55,308.3384364088895,282.1087497412134
-121.55,306.2538273066671,278.71418722827406
-121.55,304.16921820444475,275.3196247153347
-121.55,302.0846091022224,271.9250622023954
-121.55,300.0,268.53049968945606
-121.55,297.9153908977776,265.13593717651673
-121.55,295.83078179555525,261.7413746635774
-121.55,293.7461726933329,258.3468121506381
-121.55,291.6615635911105,254.9522496376987
-121.55,289.57695448888813,251.55768712475935
-121.55,287.49234538666576,248.16312461182
-121.55,285.4077362844434,244.76856209888064
-121.55,283.323127182221,241.37399958594128
-121.55,281.23851807999864,237.97943707300192
-121.55,279.15390897777627,234.58487456006256
-121.55,277.0692998755539,231.1903120471232
-121.55,274.9846907733315,227.79574953418384
-121.55,272.90008167110915,224.40118702124448
-121.55,270.8154725688868,221.00662450830512
-121.55,268.7308634666644,217.61206199536576
-121.55,266.64625436444203,214.2174994824264
-121.55,264.56164526221966,210.82293696948705
-121.55,262.4770361599973,207.4283744565477
-121.55,260.3924270577749,204.03381194360833
-121.55,258.30781795555254,200.63924943066897
-121.55,256.22320885333016,197.2446869177296
-121.55,254.1385997511078,193.85012440479025
-121.55,252.05399064888542,190.4555618918509
-121.55,249.96938154666304,187.06099937891153
-121.55,247.88477244444067,183.66643686597217
-121.55,245.8001633422183,180.2718743530328
-121.55,243.71555423999592,176.87731184009345
-121.55,241.63094513777355,173.4827493271541
-121.55,239.54633603555118,170.08818681421474
-121.55,237.4617269333288,166.69362430127538
-121.55,235.37711783110643,163.29906178833602
-121.55,233.29250872888406,159.90449927539666
